date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:24:48	20039/20039	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:47%20GMT	https://puc.com.co/	C:/My%20Web%20Sites/PucColmobia/puc.com.co/index.html	(from )
16:24:48	117/117	---M-Z	200	added ('OK')	text/plain	etag:%226a-5e15b94606b99-gzip%22	https://puc.com.co/robots.txt		(from )
16:24:50	281598/281598	---M-Z	200	added ('OK')	text/css	etag:%2244bfe-604c6451813fd-gzip%22	https://puc.com.co/css/main-180e818aae.css	C:/My%20Web%20Sites/PucColmobia/puc.com.co/css/main-180e818aae.css	(from https://puc.com.co/)
16:24:50	162505/162505	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:49%20GMT	https://puc.com.co/cuentas/clase/1	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cuentas/clase/1.html	(from https://puc.com.co/)
16:24:50	83178/83178	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:49%20GMT	https://puc.com.co/cuentas/clase/2	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cuentas/clase/2.html	(from https://puc.com.co/)
16:24:50	39466/39466	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:49%20GMT	https://puc.com.co/cuentas/clase/3	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cuentas/clase/3.html	(from https://puc.com.co/)
16:24:50	127282/127282	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:49%20GMT	https://puc.com.co/cuentas/clase/4	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cuentas/clase/4.html	(from https://puc.com.co/)
16:24:51	112779/112779	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:50%20GMT	https://puc.com.co/cuentas/clase/5	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cuentas/clase/5.html	(from https://puc.com.co/)
16:24:51	78150/78150	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:50%20GMT	https://puc.com.co/cuentas/clase/6	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cuentas/clase/6.html	(from https://puc.com.co/)
16:24:51	14998/14998	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:50%20GMT	https://puc.com.co/cuentas/clase/7	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cuentas/clase/7.html	(from https://puc.com.co/)
16:24:51	32807/32807	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:50%20GMT	https://puc.com.co/cuentas/clase/8	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cuentas/clase/8.html	(from https://puc.com.co/)
16:24:51	25181/25181	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:51%20GMT	https://puc.com.co/cuentas/clase/9	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cuentas/clase/9.html	(from https://puc.com.co/)
16:24:52	29856/29856	---M--	200	added ('OK')	image/png	etag:%2274a0-60311af4378e3%22	https://puc.com.co/cache/show/img/accountant.png.webp	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cache/show/img/accountant.png.png	(from https://puc.com.co/)
16:24:52	13971/13971	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:51%20GMT	https://puc.com.co/cuentas/	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cuentas/index.html	(from https://puc.com.co/)
16:24:52	29306/29306	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:51%20GMT	https://puc.com.co/publicaciones/	C:/My%20Web%20Sites/PucColmobia/puc.com.co/publicaciones/index.html	(from https://puc.com.co/)
16:24:52	196427/196427	---M--	200	added ('OK')	text/javascript	etag:2400484006038316191	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-0363096151775143	C:/My%20Web%20Sites/PucColmobia/pagead2.googlesyndication.com/pagead/js/f4f26.txt	(from https://puc.com.co/)
16:24:52	13637/13637	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:52%20GMT	https://puc.com.co/plan-unico-de-cuentas-para-comerciantes	C:/My%20Web%20Sites/PucColmobia/puc.com.co/plan-unico-de-cuentas-para-comerciantes.html	(from https://puc.com.co/)
16:24:53	12874/12874	---M--	200	added ('OK')	image/jpeg	etag:%22324a-5fa2190907776%22	https://puc.com.co/cache/igrid/media/blog/21.5fecb0a2c1f860.33439781.jpg.webp	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cache/igrid/media/blog/21.5fecb0a2c1f860.33439781.jpg.jpg	(from https://puc.com.co/)
16:24:53	17299/17299	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:52%20GMT	https://puc.com.co/p/uvt-unidad-de-valor-tributario	C:/My%20Web%20Sites/PucColmobia/puc.com.co/p/uvt-unidad-de-valor-tributario.html	(from https://puc.com.co/)
16:24:53	26240/26240	---M--	200	added ('OK')	image/jpeg	etag:%226680-62b0c583273c7%22	https://puc.com.co/cache/igrid/media/blog/45.677c076aeb5332.69372059.jpg.webp	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cache/igrid/media/blog/45.677c076aeb5332.69372059.jpg.jpg	(from https://puc.com.co/)
16:24:53	14273/14273	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:52%20GMT	https://puc.com.co/2025/01/salario-minimo-2025	C:/My%20Web%20Sites/PucColmobia/puc.com.co/2025/01/salario-minimo-2025.html	(from https://puc.com.co/)
16:24:54	25404/25404	---M--	200	added ('OK')	image/jpeg	etag:%22633c-60f5339686e48%22	https://puc.com.co/cache/igrid/media/blog/44.65aae9342f6504.14426679.jpg.webp	C:/My%20Web%20Sites/PucColmobia/puc.com.co/cache/igrid/media/blog/44.65aae9342f6504.14426679.jpg.jpg	(from https://puc.com.co/)
16:24:54	17699/17699	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:53%20GMT	https://puc.com.co/p/nomina-electronica-colombia	C:/My%20Web%20Sites/PucColmobia/puc.com.co/p/nomina-electronica-colombia.html	(from https://puc.com.co/)
16:24:54	11469/11469	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:53%20GMT	https://puc.com.co/acerca-de	C:/My%20Web%20Sites/PucColmobia/puc.com.co/acerca-de.html	(from https://puc.com.co/)
16:24:54	11841/11841	---M-Z	200	added ('OK')	text/javascript	etag:%222e41-6048a4ca0ee6f-gzip%22	https://puc.com.co/theme/js/vendor/modernizr-3.6.0.min.js	C:/My%20Web%20Sites/PucColmobia/puc.com.co/theme/js/vendor/modernizr-3.6.0.min.js	(from https://puc.com.co/)
16:24:55	89501/89501	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Mar%202021%2014:28:09%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	C:/My%20Web%20Sites/PucColmobia/ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	(from https://puc.com.co/)
16:24:55	89503/89503	---M-Z	200	added ('OK')	text/javascript	etag:%2215d9f-6048a4ca0ee6f-gzip%22	https://puc.com.co/theme/js/vendor/jquery-3.6.0.min.js	C:/My%20Web%20Sites/PucColmobia/puc.com.co/theme/js/vendor/jquery-3.6.0.min.js	(from https://puc.com.co/)
16:24:55	43276/43276	---M-Z	200	added ('OK')	text/javascript	etag:%22a90c-6048a4ca090ae-gzip%22	https://puc.com.co/js/main-17f3ba2055.js	C:/My%20Web%20Sites/PucColmobia/puc.com.co/js/main-17f3ba2055.js	(from https://puc.com.co/)
16:24:56	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e8b4-6048a4ca0716d%22	https://puc.com.co/css/fonts/ElegantIcons.eot	C:/My%20Web%20Sites/PucColmobia/puc.com.co/css/fonts/ElegantIcons.eot	(from https://puc.com.co/css/main-180e818aae.css)
16:24:56	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e8b4-6048a4ca0716d%22	https://puc.com.co/css/fonts/ElegantIcons.eot?	C:/My%20Web%20Sites/PucColmobia/puc.com.co/css/fonts/ElegantIconsd41d.eot	(from https://puc.com.co/css/main-180e818aae.css)
16:24:56	63664/63664	---M--	200	added ('OK')	font/woff	etag:%22f8b0-6048a4ca0716d%22	https://puc.com.co/css/fonts/ElegantIcons.woff	C:/My%20Web%20Sites/PucColmobia/puc.com.co/css/fonts/ElegantIcons.woff	(from https://puc.com.co/css/main-180e818aae.css)
16:24:56	59388/59388	---M--	200	added ('OK')	font/ttf	etag:%22e7fc-6048a4ca0716d%22	https://puc.com.co/css/fonts/ElegantIcons.ttf	C:/My%20Web%20Sites/PucColmobia/puc.com.co/css/fonts/ElegantIcons.ttf	(from https://puc.com.co/css/main-180e818aae.css)
16:24:56	277297/277297	---M--	200	added ('OK')	image/svg+xml	etag:%2243b31-6048a4ca0716d%22	https://puc.com.co/css/fonts/ElegantIcons.svg	C:/My%20Web%20Sites/PucColmobia/puc.com.co/css/fonts/ElegantIcons.svg	(from https://puc.com.co/css/main-180e818aae.css)
16:24:57	8868/8868	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Aug%202025%2021:24:56%20GMT	https://puc.com.co/imgs/theme/wave-line-1.svg	C:/My%20Web%20Sites/PucColmobia/puc.com.co/imgs/theme/wave-line-1.svg	(from https://puc.com.co/css/main-180e818aae.css)
16:24:57	8868/8868	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Aug%202025%2021:24:56%20GMT	https://puc.com.co/imgs/theme/wave-line-2.svg	C:/My%20Web%20Sites/PucColmobia/puc.com.co/imgs/theme/wave-line-2.svg	(from https://puc.com.co/css/main-180e818aae.css)
16:24:57	8826/8826	---M--	200	added ('OK')	text/html	etag:%22227a-6048a4ca090ae%22	https://puc.com.co/img/brand.webp	C:/My%20Web%20Sites/PucColmobia/puc.com.co/img/brand.html	(from https://puc.com.co/css/main-180e818aae.css)
16:24:57	13932/13932	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:56%20GMT	https://puc.com.co/1	C:/My%20Web%20Sites/PucColmobia/puc.com.co/1.html	(from https://puc.com.co/cuentas/clase/1)
16:24:57	12893/12893	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:57%20GMT	https://puc.com.co/11	C:/My%20Web%20Sites/PucColmobia/puc.com.co/11.html	(from https://puc.com.co/cuentas/clase/1)
16:24:58	13963/13963	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:57%20GMT	https://puc.com.co/1105	C:/My%20Web%20Sites/PucColmobia/puc.com.co/1105.html	(from https://puc.com.co/cuentas/clase/1)
16:24:58	11625/11625	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:57%20GMT	https://puc.com.co/110505	C:/My%20Web%20Sites/PucColmobia/puc.com.co/110505.html	(from https://puc.com.co/cuentas/clase/1)
16:24:58	11629/11629	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:57%20GMT	https://puc.com.co/110510	C:/My%20Web%20Sites/PucColmobia/puc.com.co/110510.html	(from https://puc.com.co/cuentas/clase/1)
16:24:58	11645/11645	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:57%20GMT	https://puc.com.co/110515	C:/My%20Web%20Sites/PucColmobia/puc.com.co/110515.html	(from https://puc.com.co/cuentas/clase/1)
16:24:59	14481/14481	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2021:24:58%20GMT	https://puc.com.co/1110	C:/My%20Web%20Sites/PucColmobia/puc.com.co/1110.html	(from https://puc.com.co/cuentas/clase/1)
